scenario,bus,Pd,Qd,Pg,Qg,Vm,Va,PQ,PV,REF,mp_droop,mq_droop,frequency_deadband,voltage_deadband
7,20,0.0,0.0,400.0000039999174,50.10534475775776,1.1231408369555778,19.578879507089567,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,21,0.0,0.0,300.00000599975505,9.676904827526931,1.1399721845091193,24.35838607651027,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,22,0.0,0.0,660.0000065998238,-34.55613452903614,1.085509835785787,15.081950646016764,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,23,0.0,0.0,0.0,0.0,1.065898201146214,9.473185164863168,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,0,108.0,22.0,184.36775221919893,-32.553904507651744,1.0993015974580753,0.0,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,1,97.0,20.0,184.3677522196423,27.601486043598605,1.1029398856247208,-0.10916850104672449,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,2,180.0,37.0,0.0,0.0,1.0739342624537043,0.5371140028525474,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,3,74.0,15.0,0.0,0.0,1.0734189127054798,-2.6083413679780563,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,4,71.0,14.000000000000002,0.0,0.0,1.0908796019102511,-2.763934335042393,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,5,136.0,28.000000000000004,0.0,0.0,1.091774734419889,-5.1287788365729625,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,6,125.0,25.0,204.76202695958125,59.91545875965264,1.1060730265476537,-3.5886631213040516,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,7,171.0,35.0,0.0,0.0,1.0753727517521476,-5.673014322741324,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,8,175.0,36.0,0.0,0.0,1.0800247518503736,-1.0551923053838834,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,9,195.0,40.0,0.0,0.0,1.1073208248656634,-2.7778371974241054,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,10,0.0,0.0,0.0,0.0,1.065815975221026,3.6606813865948595,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,11,0.0,0.0,0.0,0.0,1.070983116384006,4.3113155695778005,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,12,265.0,54.0,236.6665600955018,165.7537746573168,1.0910095324694729,5.985789046753126,0.0,0.0,1.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,13,194.0,39.0,0.0,-44.41225393423171,1.056726314686081,7.196985652246525,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,14,317.0,64.0,167.9193810633421,93.06724097030587,1.0997202790902987,14.616090036578981,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,15,100.0,20.0,155.00000154993333,73.24358184998272,1.0941555641462402,13.972435482942217,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,16,0.0,0.0,0.0,0.0,1.1131409271631307,17.765174358878653,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,17,333.0,68.0,400.0000039998606,83.69726735217111,1.120151853936435,18.924185170161195,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,18,181.0,37.0,0.0,0.0,1.083164407027618,13.024728590953401,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,19,128.0,26.0,0.0,0.0,1.082740906592761,13.923978666033662,1.0,0.0,0.0,0.0,0.0,0.006,0.001
8,20,0.0,0.0,400.0000039998585,49.13229458128683,1.1229732170038018,19.579987315690403,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,21,0.0,0.0,300.0000059997285,9.550278332588107,1.1397856178024872,24.361024042835396,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,22,0.0,0.0,660.0000065997541,-34.60600248855882,1.0855536066904197,15.079954390238697,0.0,1.0,0.0,0.04116589111202757,0.03186800773526017,0.006,0.001
8,23,0.0,0.0,0.0,0.0,1.0658767044889137,9.47249626422689,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,0,108.0,22.0,184.4146568635764,-10.985675016847093,1.100156245225203,0.0,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,1,97.0,20.0,184.41465686402006,8.053513086808557,1.101331658935285,-0.08481595309444856,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,2,180.0,37.0,0.0,0.0,1.0734753275125715,0.5646916618030957,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,3,74.0,15.0,0.0,0.0,1.0718217840029451,-2.591517802018501,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,4,71.0,14.000000000000002,0.0,0.0,1.0906014448493833,-2.755946043309905,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,5,136.0,28.000000000000004,0.0,0.0,1.0902160660776774,-5.119724637608158,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,6,125.0,25.0,204.83238392878712,61.194437646785715,1.106220545866416,-3.5953077808611056,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,7,171.0,35.0,0.0,0.0,1.0747992357187648,-5.6727683130836795,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,8,175.0,36.0,0.0,0.0,1.078496555780471,-1.0341116470459042,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,9,195.0,40.0,0.0,0.0,1.1058594273941438,-2.7630774259106943,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,10,0.0,0.0,0.0,0.0,1.0646490483824562,3.691705112763799,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,11,0.0,0.0,0.0,0.0,1.068096641535652,4.345453177763687,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,12,265.0,54.0,236.7369170647077,173.1176261761927,1.0890183372422986,6.022977459096467,0.0,0.0,1.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,13,194.0,39.0,0.0,-34.14183341246269,1.0566122552309165,7.2304304439029465,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,14,317.0,64.0,168.03664267764552,76.82874027009358,1.0997485890205534,14.675396191195915,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,15,100.0,20.0,155.00000154888747,31.57107589200437,1.0913212414774864,14.048340605268208,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,16,0.0,0.0,0.0,0.0,1.1164378346642143,17.792773375412253,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,17,333.0,68.0,400.00000399811705,89.33931977042404,1.126109822809087,18.923576805056882,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,18,181.0,37.0,0.0,0.0,1.0782145500227147,13.116212768722278,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,19,128.0,26.0,0.0,0.0,1.0760421744371549,14.044442680947128,1.0,0.0,0.0,0.0,0.0,0.006,0.001
9,20,0.0,0.0,400.0000039980923,98.64941444744603,1.1306712662280263,19.558854129530374,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,21,0.0,0.0,300.0000059949479,15.465459575358473,1.1479563523129397,24.277524410611647,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,22,0.0,0.0,660.0000065961186,-55.213378676875436,1.0779495876670646,15.226226960523775,0.0,1.0,0.0,0.036257858888540336,0.03413842287512304,0.006,0.001
9,23,0.0,0.0,0.0,0.0,1.0656783050100729,9.522253625110125,1.0,0.0,0.0,0.0,0.0,0.006,0.001
